Target value,Label value
6245,Access
6246,Actuarial Reserving Package
6247,Alteryx
6248,AQT
6249,Axis
6250,Bloomberg
6252,C++
6251,C#.NET
6253,Cognos
6254,Crystal Ball
6255,Emblem
6256,Excel
6257,Java
6258,Jupyter Notebooks
6259,Lotus Notes
6260,Matlab
6261,MG-ALFA
6262,MoSes
6263,mySQL
6264,Oracle
6265,PowerBI
6266,Powerpoint
6267,Prophet
6268,Python
6269,R
6270,Radar
6271,ResQ
6244,@Risk
6272,RPA
6274,SAS
6273,S-plus
6275,SPSS
6276,SQL
6277,Tableau
6278,Toolpak
6279,Tyche
6280,VBA
